Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
Moyashimon,TV,11,Finished Airing,2007-10-12,2007-12-21,Fall,-,"Dentsu,Kodansha,Fuji TV,Sony Music Entertainment,Fuji Pacific Music Publishing",-,"Telecom Animation Film,Shirogumi",Manga,"Comedy,School,Supernatural",23 min. per ep.,PG-13,7.66,22095,51550,229,"Enter Tadayasu, a freshmen college student who can see and talk to cute, chibi bacteria and other microscopic organisms. It's not all fun and games like it sounds though, because it gets him into all sorts of trouble. Join Tadayasu as he enters his first year at the Agriculture University, what crazy events await him?"
Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV,26,Finished Airing,2004-4-6,2004-9-28,Spring,Tuesdays at 18:00 (JST),"TV Tokyo,Sotsu,Marvelous,Media Factory",Media Blasters,Studio Comet,Manga,"Action,Historical,Martial Arts,Samurai,Shounen",23 min. per ep.,R,7.66,7164,16451,114,"Legends tell of an invincible martial art known as Mutsu Enmei-Ryu, an unarmed style that allows the user to defeat any number of armed opponents using incredible speed and strength. This is the story of three generations of those who bear the name Mutsu, and their encounters and battles with the strongest fighters of their era. 

(Source: ANN)"
Nodame Cantabile OVA 2,OVA,1,Finished Airing,2010-4-26,-,-,-,-,-,J.C.Staff,-,"Comedy,Romance,Josei",11 min.,PG-13,7.66,10749,20287,8,"An anime-original story written by Ninomiya Tomoko, this is an extra episode that falls between the end of Nodame Cantabile (Finale) and Nodame Cantabile Opera-hen.  It's spring.  Nodame is getting very close to graduating from the Conservatoire and Chiaki is keeping himself busy professionally."
Ojiisan no Lamp,Movie,1,Finished Airing,2011-3-5,-,-,-,-,-,Telecom Animation Film,Original,"Drama,Historical",24 min.,G,7.66,7343,14177,16,"A boy finds a strange object while playing hide-and-seek. His grandfather tells him the story of his own youth, and the important role the old lamp played. This story is about the modernization of Japan and the changes that came with it."
One Piece: Heart of Gold,Special,1,Finished Airing,2016-7-16,-,-,-,-,Funimation,Toei Animation,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",1 hr. 44 min.,PG-13,7.66,14525,27487,32,Prequel to One Piece Film: Gold.
Pokemon: Mewtwo no Gyakushuu,Movie,1,Finished Airing,1998-7-18,-,-,-,"TV Tokyo,Shogakukan Productions,Imagica,Studio Jack","4Kids Entertainment,Warner Bros.",OLM,Game,"Action,Adventure,Comedy,Drama,Fantasy,Kids",1 hr. 25 min.,PG,7.66,85541,125177,234,"It was a successful science experiment gone horribly wrong. When a team of scientists discovers the DNA of the ancient Pokémon Mew, they harnessed the potential within it in an attempt to create the ultimate living weapon. With advanced cloning techniques and resources provided to them by Team Rocket crime syndicate leader Giovanni, the scientists succeed in creating the powerful psychic Pokémon, Mewtwo.

Pokemon: Mewtwo no Gyakushuu reveals the terrifying power of Mewtwo as he learns that not only was he created to be an experiment, but also to be a tool for Giovanni’s sinister dealings. Breaking free of his control, Mewtwo creates his own island fortress and reconstructs the cloning technology that gave life to him.

Under the guise of being a master Pokémon trainer, Mewtwo lures the best trainers in the world to his base. Among these trainers are Ash Ketchum, his loyal Pokémon Pikachu, and their friends Brock and Misty. United together, human and Pokémon alike, they must not only discover the hidden secret of Mewtwo's plans, but stand against his terrifying might. If they fail, Mewtwo’s vengeance will not only lead to tyranny over all the Pokemon, but also the extinction of the human race."
Senki Zesshou Symphogear AXZ,TV,13,Finished Airing,2017-7-2,2017-10-1,Summer,Sundays at 01:00 (JST),"Memory-Tech,Bushiroad,MAGES.,King Records,Kinyosha",-,Satelight,Original,"Action,Music,Sci-Fi",24 min. per ep.,PG-13,7.66,4870,14231,318,"Hibiki Tachibana has defeated many powerful enemies, saved countless innocent lives, and escaped from numerous desperate situations, but she is currently finding herself unable to escape from her most desperate situation yet—summer homework!  Although her high school life is relatively unremarkable, her career as a member of the military organization S.O.N.G. is anything but. Using powerful, ancient armor known as Symphogear, Hibiki and her teammates work with the United Nations to deal with international disputes and disasters.  

During a mission briefing at headquarters, Hibiki is made aware of a mysterious organization known as the Bavarian Illuminati, who has been responsible for several major disasters in the past and currently operate in the war-torn country Val Verde. Together, Hibiki and her team infiltrate one of the Bavarian Illuminati's manufacturing plants and free hundreds of slaves. Exposed, alchemists Saint-Germain, Cagliostro, and Prelati reveal themselves as the organization's top brass, and—using alchemical powers—declare a global revolution while sacrificing thousands of lives. Faced with yet another threat to the world's survival, Hibiki and her allies must confront the Bavarian Illuminati in their most difficult and destructive battle yet.

[Written by MAL Rewrite]"
Shakugan no Shana,TV,24,Finished Airing,2005-10-6,2006-3-23,Fall,Thursdays at 00:45 (JST),"Geneon Universal Entertainment,ASCII Media Works,Toshiba Entertainment,Cosmic Ray,Showgate","Funimation,Geneon Entertainment USA",J.C.Staff,Light novel,"Action,Drama,Fantasy,Romance,School,Supernatural",24 min. per ep.,PG-13,7.66,180815,360500,5133,"The world has become a slaughtering ground for the Crimson Denizens, mysterious beings from a parallel universe who thrive on the life energy of humans. These merciless murderers only leave behind scant remainders of souls called ""Torches,"" which are mere residues that will eventually be destroyed, along with the very fact of the victims' existence from the minds of the living. In an ambitious endeavor to put an end to this invisible, hungry massacre, warriors called Flame Hazes relentlessly fight these monsters.

One fateful day, Yuuji Sakai ceases to be a regular high schooler—he becomes trapped in a crevice of time and is suddenly attacked by a Denizen. Coming to his rescue just in the nick of time is a nameless hunter who seems no different from an ordinary young girl except for her blazing eyes and burning crimson hair. However, before Yuuji can learn anything more about his situation, he discovers that he has already been reduced to a Torch—merely a scrap of memory waiting to be extinguished.

[Written by MAL Rewrite]"
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Movie,1,Finished Airing,1995-3-4,-,-,-,-,-,Toei Animation,-,"Comedy,Drama,School,Shounen,Slice of Life,Sports",40 min.,PG-13,7.66,4797,9150,20,"After losing the titanic match against Kainan High, Team Shohoku and a newly shaven Hanamichi Sakuragi are challenged to an exhibition match by virtual basketball unknowns Ryoukufu High. Coach Anzai sees this as an opportunity for Shohoku to regain their confidence, but Ryoukufu are revealed to have a newly assembled championship calibre lineup and may give Sakuragi & Co their toughest test yet.

(Source: ANN)"
Toaru Majutsu no Index Movie: Endymion no Kiseki,Movie,1,Finished Airing,2013-2-23,-,-,-,"Geneon Universal Entertainment,Square Enix,AT-X,Warner Bros.,ASCII Media Works",Funimation,J.C.Staff,Original,"Action,Sci-Fi,Super Power,Magic",1 hr. 30 min.,R,7.66,35467,69395,120,"In the scientifically advanced Academy City, a miracle is about to occur: the completion of the world's first space elevator, ""Endymion."" Meanwhile, a certain high school student, Touma Kamijou, and his companion Index are going about their daily lives when they encounter and befriend Arisa Meigo, a cheerful and ambitious singer. When strange occurrences begin taking place throughout the city, they lead to the discovery of an intricate plot surrounding Arisa and Endymion. Things only get more complicated when the Stiyl Magnus appears, signifying that the magical world is somehow involved too...

[Written by MAL Rewrite]"
UFO Robo Grendizer,TV,74,Finished Airing,1975-10-5,1977-2-27,Fall,-,"Fuji TV,Dynamic Planning",-,Toei Animation,-,"Mecha,Sci-Fi,Shounen",25 min. per ep.,PG-13,7.66,2773,5688,68,"Duke Fleed is a survivor of the Fleed Planet who is escaped to the Earth, onboard a mysterious ""spaceship"", where is raised by Dr. Umon as his adoptive son, and known as Daisuke Umon. Years after his arrival, he's faced with the threat of King Vega and his army, who want to conquer the Earth. With his friends Koji and Hikaru (and later his younger sister Maria Grace), Duke decides to fight back using his best weapon - the almighty Grendizer."
Bishoujo Senshi Sailor Moon SuperS,TV,39,Finished Airing,1995-3-4,1996-3-2,Spring,Saturdays at 19:00 (JST),TV Asahi,"Viz Media,Geneon Entertainment USA",Toei Animation,Manga,"Drama,Magic,Romance,Shoujo",24 min. per ep.,PG-13,7.65,35442,65118,370,"SuperS centers heavily on Chibi-usa and the Sailor Team. A new enemy, the Dead Moon Circus, has now appeared. Their motive is to find the Golden Dream Mirror that would be used to rule the world. To do this, the enemy attacks innocent victims for their Dream Mirrors and test their energy. Chibi-usa also has a new ally on her side, Pegasus. This season also sees the Sailor Senshi obtaining new powers. "
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,OVA,1,Finished Airing,2008-4-19,-,-,-,-,-,TMS Entertainment,-,"Adventure,Police,Comedy,Mystery,Shounen",28 min.,PG-13,7.65,4246,8972,30,"Magic File 2 was sold at select retailers (7-11 branded equivalents) in Japan, along with PPV episodes of the show (episodes released long before, such as the NY case). The first disc housed the Movie 12 Side-Story OVA, which features Kudou Shinichi and details a bit of the backstory from the upcoming movie. The second disc was the one with the PPV episodes.

(Source: DCTP Forum)"
Digimon Tamers,TV,51,Finished Airing,2001-4-1,2002-3-31,Spring,Sundays at 09:00 (JST),"Yomiko Advertising,Fuji TV","Saban Entertainment,Flatiron Film Company",Toei Animation,Original,"Adventure,Comedy,Drama,Fantasy,Shounen",25 min. per ep.,PG,7.65,73902,117293,1172,"Digimon Tamers takes place in a world where the popular Digimon franchise is all the rage, consisting of a cartoon, video games, and the trading card game. Takato Matsuda is a huge Digimon fan that's particularly obsessed with the card game, and constantly daydreams about the universe therein. One day, he finds a mysterious blue card, which he slides through a scanner toy to use in the popular battle game. His toy suddenly glows and transforms into a Digivice, and Takato's fan-made design, Guilmon, materialises in front of him. Thrilled by the prospect of having a real-life Digimon, Takato embraces his new partner, and his adventures as a Digimon Tamer begin.

Takato quickly discovers that being a Digimon Tamer is not all fun and games—in reality, it's much more dangerous than the card games he's accustomed to. Wild Digimon have begun to appear all across Japan, causing rampages that result in chaos and mayhem. Armed with his Digivice, which can scan trading cards to strengthen Guilmon, Takato and his new partner set out to combat the rogue Digimon. They are tasked with protecting the world from Digimon attacks, whilst a mysterious organization determined to eliminate all Digimon and their Tamers lurks in the shadows... "
Durarara!!x2 Ten: Onoroke Chakapoko,Special,1,Finished Airing,2016-1-27,-,-,-,-,Aniplex of America,Shuka,Light novel,"Action,Mystery,Supernatural",24 min.,R,7.65,10085,26124,28,"In spite of the mayhem that has been taking place in Ikebukuro, Shinra Kishitani and Celty Sturluson have decided to go on a short trip. Excited to finally be going out with the one he loves, the underground doctor makes it his priority to give Celty his undivided attention, even if it means rejecting phone calls from his good friend Izaya Orihara.

However, despite his hopes of having a peaceful holiday, Ikebukuro's various residents continue trying to reach him. Furthermore, just as Shinra begins to enjoy reminiscing about old memories on a carriage ride together with his beloved, Celty starts to notice a strange presence...

[Written by MAL Rewrite]"
